class_of_erotismo,class_of_tensione,class_of_impegno,class_of_ritmo,class_of_humor,class_of_time,class_of_year,class_of_voto,genere,paese,cluster
low_rating,nice_rating,good_rating,good_rating,null,durataMedia,vecchio,good_rating,drammatico,italia,7
low_rating,good_rating,low_rating,good_rating,null,durataMedia,nuovo,low_rating,poliziesco,italia,4
null,low_rating,null,nice_rating,low_rating,durataMedia,nuovo,good_rating,fantasy,usa,1
null,low_rating,good_rating,low_rating,null,durataMedia,vecchio,good_rating,thriller,usa,8
null,low_rating,null,good_rating,low_rating,durataMedia,vecchio,good_rating,avventura,usa,5
good_rating,top_rating,nice_rating,top_rating,good_rating,durataMedia,vecchio,nice_rating,thriller,usa,6
null,low_rating,null,low_rating,low_rating,durataMedia,nuovo,good_rating,thriller,italia,0
null,good_rating,low_rating,good_rating,null,durataMedia,vecchio,good_rating,melo,usa,2
low_rating,nice_rating,good_rating,good_rating,low_rating,durataMedia,vecchio,nice_rating,melo,usa,7
null,null,null,good_rating,low_rating,durataMedia,nuovo,low_rating,grottesco,italia,5
null,null,null,nice_rating,nice_rating,cortometraggio,piu vecchio,good_rating,commedia,italia,0
null,good_rating,nice_rating,nice_rating,null,durataMedia,vecchio,good_rating,drammatico,usa,7
null,null,null,low_rating,good_rating,durataMedia,nuovo,good_rating,commedia,usa,0
null,nice_rating,low_rating,good_rating,null,durataMedia,vecchio,nice_rating,melo,usa,2
null,good_rating,low_rating,good_rating,null,durataMedia,vecchio,good_rating,drammatico,usa,2
low_rating,good_rating,good_rating,good_rating,null,DurataLunga,nuovo,good_rating,storico,usa,8
null,top_rating,super_rating,nice_rating,good_rating,durataMedia,vecchio,nice_rating,drammatico,usa,7
low_rating,low_rating,null,nice_rating,low_rating,DurataLunga,vecchio,good_rating,drammatico,usa,4
low_rating,good_rating,null,good_rating,null,DurataLunga,vecchio,good_rating,drammatico,gran_bretagna,2
low_rating,good_rating,good_rating,nice_rating,low_rating,durataMedia,nuovo,good_rating,drammatico,gran_bretagna,1
null,top_rating,top_rating,nice_rating,null,durataMedia,nuovo,nice_rating,drammatico,germania,7
null,null,low_rating,good_rating,good_rating,durataMedia,vecchio,nice_rating,commedia,italia,0
null,low_rating,nice_rating,nice_rating,good_rating,durataMedia,nuovo,nice_rating,commedia,francia,3
null,nice_rating,nice_rating,good_rating,low_rating,durataMedia,nuovo,nice_rating,drammatico,svizzera,7
null,low_rating,nice_rating,good_rating,nice_rating,durataMedia,vecchio,nice_rating,commedia,italia,3
low_rating,nice_rating,nice_rating,nice_rating,good_rating,durataMedia,nuovo,nice_rating,guerra,australia,3
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,musicale,usa,0
null,good_rating,null,nice_rating,low_rating,durataMedia,nuovo,good_rating,fantasy,germania,1
null,low_rating,null,good_rating,null,durataMedia,nuovo,good_rating,fantasy,usa,5
null,low_rating,null,good_rating,null,durataMedia,nuovo,good_rating,fantasy,usa,5
low_rating,good_rating,top_rating,low_rating,null,durataMedia,vecchio,nice_rating,drammatico,francia,8
low_rating,nice_rating,nice_rating,nice_rating,low_rating,durataMedia,nuovo,nice_rating,drammatico,australia,7
low_rating,low_rating,null,nice_rating,low_rating,durataMedia,nuovo,nice_rating,thriller,usa,0
good_rating,good_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,thriller,usa,4
null,good_rating,good_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,gran_bretagna,7
null,good_rating,good_rating,good_rating,null,durataMedia,nuovo,good_rating,avventura,giappone,7
nice_rating,nice_rating,good_rating,nice_rating,good_rating,durataMedia,nuovo,good_rating,horror,italia,6
null,low_rating,top_rating,good_rating,null,durataMedia,vecchio,good_rating,documentario,italia,8
good_rating,low_rating,good_rating,top_rating,good_rating,durataMedia,piu vecchio,top_rating,fantasy,francia,6
null,low_rating,low_rating,low_rating,null,durataMedia,vecchio,low_rating,biografico,italia,8
null,null,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,italia,0
low_rating,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,azione,usa,4
top_rating,top_rating,nice_rating,top_rating,top_rating,durataMedia,vecchio,nice_rating,grottesco,italia,6
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,horror,italia,2
null,null,null,good_rating,low_rating,cortometraggio,vecchio,good_rating,commedia,italia,5
low_rating,low_rating,null,nice_rating,nice_rating,durataMedia,vecchio,nice_rating,commedia,usa,0
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,drammatico,italia,2
null,good_rating,good_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,italia,7
good_rating,low_rating,null,nice_rating,nice_rating,durataMedia,nuovo,good_rating,commedia,usa,6
low_rating,good_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,thriller,francia,4
null,low_rating,null,good_rating,low_rating,durataMedia,nuovo,low_rating,fantasy,usa,5
good_rating,null,null,good_rating,low_rating,durataMedia,nuovo,good_rating,commedia,italia,4
null,low_rating,null,good_rating,null,durataMedia,nuovo,low_rating,thriller,italia,5
null,low_rating,null,good_rating,good_rating,durataMedia,nuovo,nice_rating,commedia,usa,0
null,low_rating,null,good_rating,low_rating,durataMedia,vecchio,good_rating,musicale,usa,5
null,good_rating,good_rating,good_rating,null,durataMedia,vecchio,nice_rating,drammatico,francia,8
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,guerra,canada,2
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,guerra,usa,2
null,nice_rating,low_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,thriller,usa,1
good_rating,null,low_rating,nice_rating,nice_rating,durataMedia,nuovo,good_rating,commedia,italia,0
good_rating,good_rating,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,italia,4
null,low_rating,null,nice_rating,low_rating,durataMedia,vecchio,good_rating,avventura,gran_bretagna,5
null,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,avventura,italia,5
null,nice_rating,good_rating,good_rating,low_rating,durataMedia,nuovo,nice_rating,avventura,norvegia,7
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,avventura,gran_bretagna,1
null,good_rating,nice_rating,nice_rating,low_rating,DurataLunga,vecchio,nice_rating,guerra,usa,8
null,nice_rating,low_rating,good_rating,null,durataMedia,vecchio,good_rating,drammatico,usa,2
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,azione,italia,2
null,good_rating,null,good_rating,null,durataMedia,piu vecchio,good_rating,drammatico,usa,2
null,good_rating,null,good_rating,low_rating,durataMedia,vecchio,nice_rating,mitologico,usa,5
good_rating,low_rating,low_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,musicale,gran_bretagna,4
null,null,null,good_rating,good_rating,cortometraggio,piu vecchio,good_rating,commedia,italia,0
nice_rating,good_rating,top_rating,nice_rating,nice_rating,durataMedia,nuovo,nice_rating,commedia,italia,6
null,good_rating,top_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,usa,7
null,nice_rating,nice_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,usa,7
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,western,italia,5
null,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,western,italia,0
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,western,usa,5
null,nice_rating,null,nice_rating,low_rating,durataMedia,nuovo,nice_rating,azione,usa,2
low_rating,nice_rating,low_rating,nice_rating,good_rating,durataMedia,nuovo,good_rating,azione,usa,1
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,azione,usa,2
null,top_rating,top_rating,nice_rating,null,DurataLunga,nuovo,nice_rating,guerra,francia,7
null,good_rating,top_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,francia,7
low_rating,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,thriller,usa,4
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,avventura,francia,2
null,null,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,italia,0
low_rating,good_rating,good_rating,nice_rating,top_rating,durataMedia,vecchio,nice_rating,commedia,italia,3
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,0
null,low_rating,nice_rating,good_rating,good_rating,DurataLunga,vecchio,nice_rating,commedia,usa,8
null,good_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,western,italia,0
null,good_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,western,usa,5
null,null,null,good_rating,low_rating,durataMedia,vecchio,good_rating,musicale,usa,0
null,good_rating,low_rating,good_rating,low_rating,durataMedia,nuovo,low_rating,western,italia,1
good_rating,good_rating,good_rating,nice_rating,good_rating,durataMedia,nuovo,good_rating,commedia,italia,6
null,null,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,0
null,null,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,italia,0
good_rating,low_rating,null,low_rating,good_rating,durataMedia,nuovo,low_rating,commedia,italia,4
null,low_rating,null,nice_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,0
low_rating,null,null,nice_rating,good_rating,durataMedia,vecchio,nice_rating,mitologico,italia,0
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,avventura,usa,0
null,nice_rating,top_rating,good_rating,low_rating,durataMedia,nuovo,nice_rating,drammatico,francia,7
null,good_rating,good_rating,nice_rating,nice_rating,durataMedia,vecchio,nice_rating,commedia,usa,3
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu vecchio,nice_rating,biografico,gran_bretagna,0
null,low_rating,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,usa,0
null,nice_rating,low_rating,nice_rating,low_rating,durataMedia,nuovo,good_rating,horror,olanda,1
low_rating,nice_rating,good_rating,nice_rating,nice_rating,durataMedia,nuovo,nice_rating,thriller,usa,3
good_rating,nice_rating,nice_rating,nice_rating,null,cortometraggio,piu vecchio,nice_rating,drammatico,germania,7
null,nice_rating,low_rating,good_rating,null,durataMedia,vecchio,nice_rating,noir,francia,2
low_rating,good_rating,good_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,avventura,usa,8
low_rating,null,null,low_rating,low_rating,durataMedia,nuovo,low_rating,commedia,italia,4
low_rating,null,null,good_rating,low_rating,durataMedia,nuovo,good_rating,commedia,italia,4
null,low_rating,null,low_rating,low_rating,durataMedia,vecchio,good_rating,musicale,usa,5
null,low_rating,null,nice_rating,null,durataMedia,nuovo,good_rating,azione,usa,2
null,low_rating,null,good_rating,null,durataMedia,nuovo,low_rating,thriller,francia,5
null,good_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,thriller,gran_bretagna,0
good_rating,good_rating,nice_rating,nice_rating,good_rating,DurataLunga,nuovo,nice_rating,drammatico,usa,6
null,nice_rating,low_rating,good_rating,null,durataMedia,nuovo,nice_rating,drammatico,usa,2
good_rating,nice_rating,low_rating,nice_rating,nice_rating,DurataLunga,nuovo,good_rating,spionaggio,usa,6
good_rating,nice_rating,good_rating,nice_rating,nice_rating,durataMedia,vecchio,nice_rating,poliziesco,francia,6
null,good_rating,null,good_rating,good_rating,durataMedia,vecchio,nice_rating,commedia,gran_bretagna,1
null,good_rating,low_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,azione,usa,2
low_rating,nice_rating,null,good_rating,null,durataMedia,nuovo,good_rating,horror,usa,2
null,good_rating,null,good_rating,low_rating,durataMedia,vecchio,good_rating,guerra,italia,5
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,low_rating,grottesco,italia,0
low_rating,null,null,null,low_rating,durataMedia,nuovo,low_rating,commedia,italia,4
low_rating,null,null,low_rating,nice_rating,durataMedia,nuovo,good_rating,commedia,italia,0
low_rating,nice_rating,good_rating,nice_rating,low_rating,durataMedia,vecchio,nice_rating,drammatico,usa,7
low_rating,good_rating,null,nice_rating,good_rating,durataMedia,vecchio,nice_rating,commedia,gran_bretagna,1
null,nice_rating,nice_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,drammatico,usa,7
null,nice_rating,low_rating,good_rating,null,durataMedia,vecchio,nice_rating,fantasy,gran_bretagna,2
low_rating,nice_rating,low_rating,good_rating,null,DurataLunga,piu vecchio,nice_rating,avventura,francia,2
null,low_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,guerra,usa,5
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,avventura,gran_bretagna,2
null,null,null,nice_rating,nice_rating,durataMedia,vecchio,good_rating,commedia,usa,0
low_rating,low_rating,low_rating,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,usa,0
top_rating,good_rating,nice_rating,good_rating,nice_rating,durataMedia,nuovo,good_rating,drammatico,italia,6
null,low_rating,null,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,gran_bretagna,0
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,0
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,avventura,italia,2
null,nice_rating,nice_rating,nice_rating,good_rating,DurataLunga,nuovo,nice_rating,drammatico,usa,3
null,good_rating,low_rating,good_rating,null,durataMedia,nuovo,low_rating,drammatico,italia,2
good_rating,nice_rating,low_rating,nice_rating,low_rating,durataMedia,nuovo,nice_rating,fantasy,usa,6
good_rating,nice_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,usa,4
null,low_rating,null,good_rating,low_rating,durataMedia,vecchio,low_rating,commedia,italia,5
low_rating,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,drammatico,francia,2
good_rating,nice_rating,nice_rating,nice_rating,null,durataMedia,nuovo,nice_rating,drammatico,gran_bretagna,7
low_rating,nice_rating,low_rating,nice_rating,null,durataMedia,nuovo,good_rating,thriller,usa,1
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,spionaggio,usa,2
null,good_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,1
null,null,null,good_rating,null,durataMedia,nuovo,good_rating,fantasy,usa,5
null,top_rating,good_rating,good_rating,null,durataMedia,nuovo,good_rating,catastrofico,usa,7
null,low_rating,null,good_rating,good_rating,durataMedia,piu vecchio,nice_rating,commedia,gran_bretagna,0
null,good_rating,low_rating,good_rating,low_rating,durataMedia,vecchio,good_rating,avventura,italia,2
low_rating,low_rating,null,nice_rating,good_rating,DurataLunga,nuovo,good_rating,commedia,francia,0
null,good_rating,good_rating,good_rating,null,durataMedia,vecchio,nice_rating,guerra,usa,8
null,null,null,good_rating,low_rating,durataMedia,vecchio,good_rating,musicale,usa,0
low_rating,nice_rating,low_rating,nice_rating,good_rating,DurataLunga,vecchio,nice_rating,biografico,usa,1
null,low_rating,low_rating,good_rating,null,durataMedia,nuovo,low_rating,fantasy,gran_bretagna,5
low_rating,good_rating,null,nice_rating,low_rating,durataMedia,vecchio,nice_rating,avventura,usa,2
low_rating,low_rating,low_rating,good_rating,low_rating,durataMedia,nuovo,good_rating,commedia,gran_bretagna,4
null,good_rating,null,nice_rating,good_rating,durataMedia,vecchio,good_rating,avventura,usa,1
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,avventura,italia,2
low_rating,good_rating,null,good_rating,low_rating,durataMedia,vecchio,low_rating,avventura,italia,2
low_rating,good_rating,nice_rating,nice_rating,low_rating,durataMedia,vecchio,nice_rating,drammatico,usa,7
null,nice_rating,good_rating,good_rating,null,durataMedia,vecchio,nice_rating,drammatico,gran_bretagna,7
null,low_rating,null,good_rating,low_rating,durataMedia,vecchio,good_rating,fantasy,italia,5
null,low_rating,good_rating,nice_rating,nice_rating,durataMedia,nuovo,good_rating,avventura,usa,3
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,avventura,usa,2
null,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,italia,0
null,low_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,avventura,usa,2
nice_rating,nice_rating,nice_rating,top_rating,nice_rating,DurataLunga,piu vecchio,nice_rating,drammatico,usa,6
low_rating,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,avventura,usa,4
null,low_rating,low_rating,good_rating,low_rating,durataMedia,vecchio,good_rating,avventura,usa,5
null,good_rating,low_rating,nice_rating,low_rating,durataMedia,piu vecchio,good_rating,western,usa,0
null,low_rating,null,good_rating,low_rating,durataMedia,vecchio,good_rating,avventura,italia,5
low_rating,low_rating,null,good_rating,good_rating,durataMedia,vecchio,good_rating,commedia,francia,0
null,good_rating,null,good_rating,null,durataMedia,vecchio,low_rating,avventura,italia,2
null,nice_rating,low_rating,nice_rating,null,cortometraggio,vecchio,nice_rating,avventura,usa,2
low_rating,nice_rating,null,good_rating,null,durataMedia,vecchio,good_rating,poliziesco,usa,2
